id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_HfO2_Si_07151,HfO2,Si(100),ALD,150.1,7.5,0.8,1.0,94.0,1.73,3.503189778584941e-18,3.5e-18,3.7650112778872167
ALD_HfO2_Si_07152,HfO2,Si(100),ALD,279.1,1.0,0.17,1.1,99.9,2.0,3.7568329179380695e-18,3.76e-18,2.077823955318263
ALD_HfO2_Si_07153,HfO2,Si(100),ALD,329.4,6.8,0.83,1.16,99.9,2.0,2.249496373378081e-17,2.25e-17,10.0
ALD_HfO2_Si_07154,HfO2,Si(100),ALD,257.0,1.1,0.94,1.11,99.9,2.0,1.3354123813768159e-17,1.34e-17,9.211810048096323
ALD_HfO2_Si_07155,HfO2,Si(100),ALD,277.2,9.3,0.09,1.08,99.9,2.0,1.4369521466309437e-18,1.44e-18,0.9350089229575652
ALD_HfO2_Si_07156,HfO2,Si(100),ALD,189.5,9.6,0.23,0.97,95.1,0.44,1.341214575926553e-18,1.34e-18,0.3176940485062464
ALD_HfO2_Si_07157,HfO2,Si(100),ALD,150.7,8.6,0.57,1.0,94.0,1.65,1.8331066881956856e-18,1.83e-18,2.1925958882182703
ALD_HfO2_Si_07158,HfO2,Si(100),ALD,280.6,2.9,0.56,1.1,99.9,2.0,8.56063098100619e-18,8.56e-18,5.692725589881971
ALD_HfO2_Si_07159,HfO2,Si(100),ALD,209.9,4.6,0.89,1.04,99.9,0.56,8.166360556138146e-18,8.17e-18,1.9626400549657712
ALD_HfO2_Si_07160,HfO2,Si(100),ALD,267.9,9.5,0.55,1.09,99.9,2.0,8.389475281508009e-18,8.39e-18,5.584986042654608
ALD_HfO2_Si_07161,HfO2,Si(100),ALD,258.5,6.3,0.46,1.09,99.9,2.0,9.57992987133714e-18,9.58e-18,5.4579987108747074
ALD_HfO2_Si_07162,HfO2,Si(100),ALD,197.0,6.6,0.58,1.03,99.9,0.46,5.569154655860141e-18,5.57e-18,1.0747558556720878
ALD_HfO2_Si_07163,HfO2,Si(100),ALD,208.7,8.6,0.84,1.06,98.7,0.46,9.807173945482584e-18,9.81e-18,1.7163773159023914
ALD_HfO2_Si_07164,HfO2,Si(100),ALD,244.9,8.6,0.31,1.04,99.4,1.56,1.9809856003083397e-18,1.98e-18,1.589239888489257
ALD_HfO2_Si_07165,HfO2,Si(100),ALD,307.8,2.9,0.36,1.11,99.9,2.0,1.2716293616381189e-17,1.27e-17,5.562946354660024
ALD_HfO2_Si_07166,HfO2,Si(100),ALD,178.8,5.2,0.83,1.02,99.7,0.78,5.346402447237809e-18,5.35e-18,2.136032344518993
ALD_HfO2_Si_07167,HfO2,Si(100),ALD,195.2,0.7,0.37,1.04,99.9,0.42,2.961442753956905e-18,2.96e-18,0.5715380854976229
ALD_HfO2_Si_07168,HfO2,Si(100),ALD,221.8,7.6,0.43,1.04,98.3,0.69,5.122551010320228e-18,5.12e-18,1.3312812541762093
ALD_HfO2_Si_07169,HfO2,Si(100),ALD,292.4,8.2,0.66,1.14,99.9,2.0,1.2380021998830175e-17,1.24e-17,7.432005526772751
ALD_HfO2_Si_07170,HfO2,Si(100),ALD,152.3,0.7,0.31,0.97,99.9,1.63,1.0334699215067234e-18,1.03e-18,1.199390830475617
ALD_HfO2_Si_07171,HfO2,Si(100),ALD,299.3,5.1,0.82,1.13,99.9,2.0,2.5083433390451624e-17,2.51e-17,10.0
ALD_HfO2_Si_07172,HfO2,Si(100),ALD,333.9,8.5,0.75,1.17,99.9,2.0,1.6864676986967586e-17,1.69e-17,9.246832556282484
ALD_HfO2_Si_07173,HfO2,Si(100),ALD,190.8,2.6,0.39,1.01,99.9,0.6,1.96927113764525e-18,1.97e-18,0.6835647580558221
ALD_HfO2_Si_07174,HfO2,Si(100),ALD,274.4,6.6,0.89,1.13,99.9,2.0,1.2834313561580729e-17,1.28e-17,8.787284228468675
ALD_HfO2_Si_07175,HfO2,Si(100),ALD,261.4,4.8,0.27,1.1,99.9,2.0,3.2321149243426e-18,3.23e-18,2.428838438412509
ALD_HfO2_Si_07176,HfO2,Si(100),ALD,232.4,7.9,0.23,1.05,99.9,0.95,2.3251978026521626e-18,2.33e-18,0.9031519574614968
ALD_HfO2_Si_07177,HfO2,Si(100),ALD,235.3,3.2,0.38,1.07,99.9,1.19,3.90689727508858e-18,3.91e-18,1.8849425067918217
ALD_HfO2_Si_07178,HfO2,Si(100),ALD,288.6,7.7,0.91,1.12,99.9,2.0,2.4409376064493935e-17,2.44e-17,10.0
ALD_HfO2_Si_07179,HfO2,Si(100),ALD,186.4,8.7,0.23,0.99,98.3,0.59,1.6984666605576457e-18,1.7e-18,0.4793887026753377
ALD_HfO2_Si_07180,HfO2,Si(100),ALD,341.0,5.7,0.1,1.13,99.9,2.0,2.235787949510516e-18,2.24e-18,1.2293871049710539
ALD_HfO2_Si_07181,HfO2,Si(100),ALD,314.3,9.6,0.16,1.13,99.9,2.0,2.933488922519887e-18,2.93e-18,1.7812528227619766
ALD_HfO2_Si_07182,HfO2,Si(100),ALD,264.3,7.5,0.84,1.1,99.9,2.0,1.0480412910798233e-17,1.05e-17,7.714400603590449
ALD_HfO2_Si_07183,HfO2,Si(100),ALD,174.9,9.9,0.75,1.02,95.0,0.76,3.832421549648118e-18,3.83e-18,1.6750362610611702
ALD_HfO2_Si_07184,HfO2,Si(100),ALD,321.1,4.9,0.86,1.15,99.9,2.0,1.8360355518638308e-17,1.84e-17,10.0
ALD_HfO2_Si_07185,HfO2,Si(100),ALD,344.0,3.6,0.42,1.17,99.9,2.0,9.4866659126141e-18,9.49e-18,5.189849887915252
ALD_HfO2_Si_07186,HfO2,Si(100),ALD,242.7,2.2,0.24,1.07,99.9,1.37,2.9937579456984906e-18,2.99e-18,1.5096555989122076
ALD_HfO2_Si_07187,HfO2,Si(100),ALD,240.1,1.4,0.97,1.06,99.9,1.3,9.316970251015557e-18,9.32e-18,5.080540598391845
ALD_HfO2_Si_07188,HfO2,Si(100),ALD,182.5,1.5,0.93,1.06,99.9,0.64,4.3284389944820646e-18,4.33e-18,1.6692848467832588
ALD_HfO2_Si_07189,HfO2,Si(100),ALD,210.7,4.4,0.78,1.05,99.9,0.65,7.39219819177236e-18,7.39e-18,2.029040947055185
ALD_HfO2_Si_07190,HfO2,Si(100),ALD,190.9,9.5,0.9,1.01,97.5,0.7,7.807917528340752e-18,7.81e-18,2.4122941061771632
ALD_HfO2_Si_07191,HfO2,Si(100),ALD,191.7,1.3,0.07,1.0,99.9,0.55,4.733928637751252e-19,4.73e-19,0.3
ALD_HfO2_Si_07192,HfO2,Si(100),ALD,172.8,2.2,0.77,1.01,99.9,0.86,7.424381025641733e-18,7.42e-18,2.6731128413148872
ALD_HfO2_Si_07193,HfO2,Si(100),ALD,335.5,9.0,0.32,1.15,99.9,2.0,1.780596625010037e-17,1.78e-17,6.206276354805441
ALD_HfO2_Si_07194,HfO2,Si(100),ALD,286.2,9.5,0.08,1.11,99.9,2.0,1.7234392890430309e-18,1.72e-18,0.9654200989799576
ALD_HfO2_Si_07195,HfO2,Si(100),ALD,165.4,9.4,0.81,1.02,94.0,0.97,3.686934515883286e-18,3.69e-18,2.1791659687729124
ALD_HfO2_Si_07196,HfO2,Si(100),ALD,151.7,1.1,0.47,0.98,99.9,1.61,2.3025357732156624e-18,2.3e-18,2.177315430806631
ALD_HfO2_Si_07197,HfO2,Si(100),ALD,266.9,9.9,0.33,1.09,99.9,2.0,3.2541176622995368e-18,3.25e-18,2.6943061594885256
ALD_HfO2_Si_07198,HfO2,Si(100),ALD,309.0,3.5,0.99,1.16,99.9,2.0,1.6821054947413478e-17,1.68e-17,10.0
ALD_HfO2_Si_07199,HfO2,Si(100),ALD,294.1,8.3,0.13,1.13,99.9,2.0,1.431575776721336e-18,1.43e-18,1.1216366580059294
ALD_HfO2_Si_07200,HfO2,Si(100),ALD,322.5,0.9,0.64,1.13,99.9,2.0,1.3315313926283134e-17,1.33e-17,7.589952185005605
ALD_HfO2_Si_07201,HfO2,Si(100),ALD,190.3,8.5,0.98,1.04,97.5,0.64,4.549547877141532e-18,4.55e-18,1.7567925617762308
ALD_HfO2_Si_07202,HfO2,Si(100),ALD,257.4,6.7,0.51,1.08,99.9,2.0,8.007325890493771e-18,8.01e-18,5.254146623388648
ALD_HfO2_Si_07203,HfO2,Si(100),ALD,233.6,5.7,0.49,1.07,99.9,1.0,4.020682271291852e-18,4.02e-18,1.8246991502318357
ALD_HfO2_Si_07204,HfO2,Si(100),ALD,167.8,3.1,0.31,0.97,99.9,0.87,1.8181609661572388e-18,1.82e-18,0.8491015168314708
ALD_HfO2_Si_07205,HfO2,Si(100),ALD,240.3,4.0,0.79,1.05,99.9,1.38,1.0910614012063967e-17,1.09e-17,5.266966793671627
ALD_HfO2_Si_07206,HfO2,Si(100),ALD,207.4,5.0,0.94,1.06,99.9,0.47,1.0584059241983658e-17,1.06e-17,1.9272198850831699
ALD_HfO2_Si_07207,HfO2,Si(100),ALD,264.4,5.7,0.36,1.09,99.9,2.0,4.522160868201213e-18,4.52e-18,3.317398180631091
ALD_HfO2_Si_07208,HfO2,Si(100),ALD,189.6,1.5,0.88,1.06,99.9,0.64,6.40828563394907e-18,6.41e-18,1.9757663882437593
ALD_HfO2_Si_07209,HfO2,Si(100),ALD,240.3,0.8,0.07,1.02,99.9,1.42,9.124591700557117e-19,9.12e-19,0.4665384442038939
ALD_HfO2_Si_07210,HfO2,Si(100),ALD,310.4,4.4,0.41,1.15,99.9,2.0,1.3387886464289802e-17,1.34e-17,6.091458456266907
ALD_HfO2_Si_07211,HfO2,Si(100),ALD,222.3,10.0,0.26,1.07,96.0,0.78,3.0891719232974282e-18,3.09e-18,0.9087526043209714
ALD_HfO2_Si_07212,HfO2,Si(100),ALD,191.9,1.3,0.09,0.99,99.9,0.46,8.761113194932343e-19,8.76e-19,0.3
ALD_HfO2_Si_07213,HfO2,Si(100),ALD,339.7,8.9,0.86,1.16,99.9,2.0,1.5546127212776434e-17,1.55e-17,9.506785217106625
ALD_HfO2_Si_07214,HfO2,Si(100),ALD,325.5,3.3,0.24,1.13,99.9,2.0,5.0470327490637446e-18,5.05e-18,2.8615216113251734
ALD_HfO2_Si_07215,HfO2,Si(100),ALD,164.9,2.6,0.6,1.0,99.9,1.12,4.2478646194588246e-18,4.25e-18,2.324461373727307
ALD_HfO2_Si_07216,HfO2,Si(100),ALD,342.1,10.0,0.61,1.18,99.9,2.0,2.234063460729037e-17,2.23e-17,9.598116527039174
ALD_HfO2_Si_07217,HfO2,Si(100),ALD,252.1,0.1,0.67,1.08,99.9,1.95,8.040902176181688e-18,8.04e-18,5.883933481386343
ALD_HfO2_Si_07218,HfO2,Si(100),ALD,165.6,2.1,0.6,1.02,99.9,1.11,2.7298011902353517e-18,2.73e-18,1.8467472699695058
ALD_HfO2_Si_07219,HfO2,Si(100),ALD,297.8,1.9,0.29,1.1,99.9,2.0,7.250531831350729e-18,7.25e-18,3.7701382736154345
ALD_HfO2_Si_07220,HfO2,Si(100),ALD,169.5,4.1,0.95,0.99,98.6,1.0,2.8695951527493756e-18,2.87e-18,2.1464237740341776
ALD_HfO2_Si_07221,HfO2,Si(100),ALD,315.9,6.9,0.09,1.14,99.9,2.0,2.7165314087852424e-18,2.72e-18,1.2855884680195842
ALD_HfO2_Si_07222,HfO2,Si(100),ALD,269.0,0.7,0.79,1.07,99.9,2.0,1.1933712325640552e-17,1.19e-17,7.983157101288362
ALD_HfO2_Si_07223,HfO2,Si(100),ALD,230.9,2.1,0.28,1.04,99.9,1.01,2.4649078477611488e-18,2.46e-18,1.0907973784673042
ALD_HfO2_Si_07224,HfO2,Si(100),ALD,312.6,5.4,0.89,1.2,99.9,2.0,2.3633799115762928e-17,2.36e-17,10.0
ALD_HfO2_Si_07225,HfO2,Si(100),ALD,235.7,9.0,0.36,1.05,99.9,1.06,3.3859152338274533e-18,3.39e-18,1.5213828231689863
ALD_HfO2_Si_07226,HfO2,Si(100),ALD,287.8,4.6,0.26,1.08,99.9,2.0,4.624478008514738e-18,4.62e-18,2.850961688231798
ALD_HfO2_Si_07227,HfO2,Si(100),ALD,272.3,6.5,0.62,1.1,99.9,2.0,9.287972244624513e-18,9.29e-18,6.239210628891307
ALD_HfO2_Si_07228,HfO2,Si(100),ALD,236.0,9.5,0.35,1.05,99.7,1.28,4.702463121893652e-18,4.7e-18,2.1347648500304657
ALD_HfO2_Si_07229,HfO2,Si(100),ALD,233.5,8.8,0.52,1.06,99.6,0.92,5.591407605908726e-18,5.59e-18,2.039357798192127
ALD_HfO2_Si_07230,HfO2,Si(100),ALD,178.1,8.3,0.45,1.01,98.1,0.75,1.5072029489635706e-18,1.51e-18,0.8029652305743521
ALD_HfO2_Si_07231,HfO2,Si(100),ALD,282.1,8.7,0.46,1.09,99.9,2.0,5.0579477316140575e-18,5.06e-18,3.965878750822707
ALD_HfO2_Si_07232,HfO2,Si(100),ALD,248.2,5.4,0.54,1.1,99.9,1.69,4.706797669067264e-18,4.71e-18,3.5025932120538585
ALD_HfO2_Si_07233,HfO2,Si(100),ALD,322.0,4.5,0.59,1.15,99.9,2.0,1.6805054482785038e-17,1.68e-17,8.186896805208908
ALD_HfO2_Si_07234,HfO2,Si(100),ALD,279.3,9.1,0.29,1.1,99.9,2.0,5.665962616705143e-18,5.67e-18,3.3327995910028494
ALD_HfO2_Si_07235,HfO2,Si(100),ALD,243.1,6.0,0.67,1.07,99.9,1.35,1.2633158610809283e-17,1.26e-17,5.105878740694179
ALD_HfO2_Si_07236,HfO2,Si(100),ALD,169.4,0.7,0.76,1.03,99.9,0.89,3.052824628751618e-18,3.05e-18,1.7623456198217282
ALD_HfO2_Si_07237,HfO2,Si(100),ALD,181.8,9.7,0.11,0.98,94.0,0.69,1.0309439981984013e-18,1.03e-18,0.30206911483815413
ALD_HfO2_Si_07238,HfO2,Si(100),ALD,253.2,6.7,0.32,1.07,99.9,2.0,2.2350021252641467e-18,2.24e-18,2.1988079946578782
ALD_HfO2_Si_07239,HfO2,Si(100),ALD,349.6,3.4,0.97,1.18,99.9,2.0,3.224326455497878e-17,3.22e-17,10.0
ALD_HfO2_Si_07240,HfO2,Si(100),ALD,265.1,6.3,0.09,1.05,99.9,2.0,1.4272109254046578e-18,1.43e-18,0.9318342808762692
ALD_HfO2_Si_07241,HfO2,Si(100),ALD,271.3,8.3,0.5,1.11,99.9,2.0,8.080851226758086e-18,8.08e-18,5.2262105914746995
ALD_HfO2_Si_07242,HfO2,Si(100),ALD,178.2,6.7,0.68,1.01,98.4,0.8,3.6555400403981656e-18,3.66e-18,1.639696872361586
ALD_HfO2_Si_07243,HfO2,Si(100),ALD,265.5,9.5,0.92,1.1,99.9,2.0,1.3577480816277525e-17,1.36e-17,9.189182155806533
ALD_HfO2_Si_07244,HfO2,Si(100),ALD,176.0,2.6,0.96,1.01,99.9,0.8,3.8640070790655695e-18,3.86e-18,2.0030321151815387
ALD_HfO2_Si_07245,HfO2,Si(100),ALD,335.9,6.0,0.81,1.19,99.9,2.0,3.007064333146179e-17,3.01e-17,10.0
ALD_HfO2_Si_07246,HfO2,Si(100),ALD,162.2,5.7,0.61,0.98,97.3,1.12,3.352718708138292e-18,3.35e-18,2.082211551025994
ALD_HfO2_Si_07247,HfO2,Si(100),ALD,219.8,6.6,0.23,1.03,99.8,0.66,2.3401014096393325e-18,2.34e-18,0.6294605907035943
ALD_HfO2_Si_07248,HfO2,Si(100),ALD,240.8,1.5,0.9,1.09,99.9,1.29,9.213634074317209e-18,9.21e-18,4.829140013742758
ALD_HfO2_Si_07249,HfO2,Si(100),ALD,178.0,4.2,0.46,0.97,99.3,0.77,2.4467191137150308e-18,2.45e-18,1.0619523997733253
ALD_HfO2_Si_07250,HfO2,Si(100),ALD,310.9,3.3,0.63,1.12,99.9,2.0,1.6590662172008738e-17,1.66e-17,8.4057309056471
ALD_HfO2_Si_07251,HfO2,Si(100),ALD,216.5,6.4,0.17,1.03,98.0,0.52,2.3708832095289946e-18,2.37e-18,0.42916691781265337
ALD_HfO2_Si_07252,HfO2,Si(100),ALD,288.2,1.7,0.46,1.1,99.9,2.0,5.460863413014098e-18,5.46e-18,4.120813132029726
ALD_HfO2_Si_07253,HfO2,Si(100),ALD,278.4,9.3,0.68,1.13,99.9,2.0,7.113024025689603e-18,7.11e-18,5.718142079494875
ALD_HfO2_Si_07254,HfO2,Si(100),ALD,207.9,7.6,0.35,1.04,99.9,0.39,3.0536592608605374e-18,3.05e-18,0.5241459918483867
ALD_HfO2_Si_07255,HfO2,Si(100),ALD,276.5,4.9,0.34,1.1,99.9,2.0,4.815024989512129e-18,4.82e-18,3.3266880580984264
ALD_HfO2_Si_07256,HfO2,Si(100),ALD,206.5,6.6,0.3,1.05,99.9,0.43,2.4272694717657226e-18,2.43e-18,0.47701433683071565
ALD_HfO2_Si_07257,HfO2,Si(100),ALD,287.8,5.5,0.2,1.1,99.9,2.0,3.5732356266227656e-18,3.57e-18,2.1979569074924963
ALD_HfO2_Si_07258,HfO2,Si(100),ALD,159.0,0.3,0.58,1.0,99.9,1.14,3.4312907951849776e-18,3.43e-18,2.0906963596317456
ALD_HfO2_Si_07259,HfO2,Si(100),ALD,294.2,2.0,0.42,1.11,99.9,2.0,7.36159284802982e-18,7.36e-18,4.571764912386272
ALD_HfO2_Si_07260,HfO2,Si(100),ALD,312.9,7.6,0.54,1.18,99.9,2.0,8.526422153745882e-18,8.53e-18,5.5789650859307205
ALD_HfO2_Si_07261,HfO2,Si(100),ALD,346.0,0.3,0.62,1.21,99.9,2.0,1.5644229163589684e-17,1.56e-17,8.097412751640926
ALD_HfO2_Si_07262,HfO2,Si(100),ALD,228.4,7.3,0.33,1.05,99.9,0.93,3.089870695843557e-18,3.09e-18,1.2208250264589644
ALD_HfO2_Si_07263,HfO2,Si(100),ALD,156.1,2.4,0.23,0.97,99.9,1.38,7.484857569559717e-19,7.48e-19,0.7443516012645506
ALD_HfO2_Si_07264,HfO2,Si(100),ALD,233.9,5.8,0.17,1.06,99.9,0.99,1.781920747330425e-18,1.78e-18,0.7083488608566695
ALD_HfO2_Si_07265,HfO2,Si(100),ALD,206.7,1.4,0.32,1.02,99.9,0.64,2.540558422561341e-18,2.54e-18,0.7501755556666138
ALD_HfO2_Si_07266,HfO2,Si(100),ALD,178.5,9.1,0.97,1.02,97.4,0.88,5.182672742884073e-18,5.18e-18,2.565008359242947
ALD_HfO2_Si_07267,HfO2,Si(100),ALD,174.2,9.6,0.13,0.99,96.0,0.79,8.143366757161524e-19,8.14e-19,0.3341520402352571
ALD_HfO2_Si_07268,HfO2,Si(100),ALD,208.6,9.5,0.95,1.06,97.7,0.63,4.725544690915039e-18,4.73e-18,1.7352883127312648
ALD_HfO2_Si_07269,HfO2,Si(100),ALD,157.1,5.1,0.34,0.98,99.6,1.45,1.2268685316062273e-18,1.23e-18,1.2174463351596334
ALD_HfO2_Si_07270,HfO2,Si(100),ALD,322.8,8.5,0.28,1.12,99.9,2.0,5.0731041363980865e-18,5.07e-18,3.0987693540136703
ALD_HfO2_Si_07271,HfO2,Si(100),ALD,327.2,1.1,0.07,1.1,99.9,2.0,2.3536569495234645e-18,2.35e-18,1.0553437679327544
ALD_HfO2_Si_07272,HfO2,Si(100),ALD,252.1,4.0,0.54,1.08,99.9,1.98,1.3471468508230325e-17,1.35e-17,6.942452109626638
ALD_HfO2_Si_07273,HfO2,Si(100),ALD,156.2,6.3,0.26,0.98,97.1,1.35,9.351712093544692e-19,9.35e-19,0.8653849912402686
ALD_HfO2_Si_07274,HfO2,Si(100),ALD,316.8,4.3,0.48,1.14,99.9,2.0,1.0600662651815465e-17,1.06e-17,5.864898138297955
ALD_HfO2_Si_07275,HfO2,Si(100),ALD,282.7,5.9,0.86,1.15,99.9,2.0,1.1740862409857993e-17,1.17e-17,8.261759964193491
ALD_HfO2_Si_07276,HfO2,Si(100),ALD,226.0,3.5,0.71,1.05,99.9,0.97,7.305524112379073e-18,7.31e-18,2.8719042094124987
ALD_HfO2_Si_07277,HfO2,Si(100),ALD,175.4,9.6,0.17,0.97,95.3,0.78,8.376601714071233e-19,8.38e-19,0.38264526965849216
ALD_HfO2_Si_07278,HfO2,Si(100),ALD,201.0,5.1,0.68,1.03,99.6,0.57,5.536355376998078e-18,5.54e-18,1.437754197279593
ALD_HfO2_Si_07279,HfO2,Si(100),ALD,169.0,2.3,0.88,1.01,99.9,1.1,5.836939977997432e-18,5.84e-18,3.240932509893737
ALD_HfO2_Si_07280,HfO2,Si(100),ALD,180.9,4.8,0.39,1.01,99.9,0.79,1.6584964685271131e-18,1.66e-18,0.82596191527438
ALD_HfO2_Si_07281,HfO2,Si(100),ALD,233.3,7.1,0.66,1.05,99.9,1.01,7.354582647807846e-18,7.35e-18,2.8927820251828007
ALD_HfO2_Si_07282,HfO2,Si(100),ALD,186.8,5.7,0.42,1.03,99.9,0.52,1.5791203521887318e-18,1.58e-18,0.5505274224468343
ALD_HfO2_Si_07283,HfO2,Si(100),ALD,337.8,1.4,0.97,1.22,99.9,2.0,2.6285250833550476e-17,2.63e-17,10.0
ALD_HfO2_Si_07284,HfO2,Si(100),ALD,170.7,9.7,1.0,1.02,94.0,0.84,4.991429761983041e-18,4.99e-18,2.439692665007899
ALD_HfO2_Si_07285,HfO2,Si(100),ALD,300.6,7.6,0.81,1.16,99.9,2.0,1.5203607991476318e-17,1.52e-17,9.124082195932242
ALD_HfO2_Si_07286,HfO2,Si(100),ALD,205.9,7.9,0.3,1.01,99.3,0.45,2.13909663307982e-18,2.14e-18,0.46863173556292825
ALD_HfO2_Si_07287,HfO2,Si(100),ALD,342.4,8.0,0.54,1.19,99.9,2.0,1.418489326636246e-17,1.42e-17,7.195869258090333
ALD_HfO2_Si_07288,HfO2,Si(100),ALD,195.7,9.4,0.82,1.05,95.0,0.47,5.3803681597402755e-18,5.38e-18,1.2833766500311463
ALD_HfO2_Si_07289,HfO2,Si(100),ALD,213.0,6.5,0.23,1.04,99.9,0.45,2.0779319348826736e-18,2.08e-18,0.4044226242132125
ALD_HfO2_Si_07290,HfO2,Si(100),ALD,253.4,1.7,0.72,1.09,99.9,2.0,9.832694271455835e-18,9.83e-18,6.917925235070833
ALD_HfO2_Si_07291,HfO2,Si(100),ALD,248.7,9.1,0.49,1.03,99.9,1.71,6.057175719892223e-18,6.06e-18,3.829769085390497
ALD_HfO2_Si_07292,HfO2,Si(100),ALD,340.5,0.3,0.42,1.15,99.9,2.0,1.0720990020733522e-17,1.07e-17,5.517158223838303
ALD_HfO2_Si_07293,HfO2,Si(100),ALD,319.2,7.4,0.39,1.13,99.9,2.0,1.2966858748154469e-17,1.3e-17,5.846864664385044
ALD_HfO2_Si_07294,HfO2,Si(100),ALD,187.5,6.8,0.99,1.02,98.4,0.66,1.0228706032639969e-17,1.02e-17,2.730330583708546
ALD_HfO2_Si_07295,HfO2,Si(100),ALD,306.7,3.2,0.78,1.15,99.9,2.0,1.1345039426116894e-17,1.13e-17,7.734347023894723
ALD_HfO2_Si_07296,HfO2,Si(100),ALD,252.3,8.3,0.81,1.09,99.9,1.84,1.0669067184903917e-17,1.07e-17,7.031806473205255
ALD_HfO2_Si_07297,HfO2,Si(100),ALD,184.1,8.5,0.48,1.0,99.5,0.54,2.6277649902464e-18,2.63e-18,0.7884079446337572
ALD_HfO2_Si_07298,HfO2,Si(100),ALD,197.2,7.7,0.54,1.01,97.4,0.39,5.0786454313309e-18,5.08e-18,0.8396122878556599
ALD_HfO2_Si_07299,HfO2,Si(100),ALD,256.2,3.5,0.6,1.08,99.9,2.0,7.704598792051284e-18,7.7e-18,5.5901567688715135
ALD_HfO2_Si_07300,HfO2,Si(100),ALD,206.2,5.3,0.57,1.05,99.9,0.55,4.587941284421448e-18,4.59e-18,1.15625172924548
ALD_HfO2_Si_07301,HfO2,Si(100),ALD,263.2,2.3,0.97,1.1,99.9,2.0,1.5654198099363285e-17,1.57e-17,10.0
ALD_HfO2_Si_07302,HfO2,Si(100),ALD,183.9,2.0,0.18,0.99,99.9,0.73,1.0149632933878594e-18,1.01e-18,0.40562772619473625
ALD_HfO2_Si_07303,HfO2,Si(100),ALD,314.1,2.5,0.93,1.15,99.9,2.0,3.5562719745911226e-17,3.56e-17,10.0
ALD_HfO2_Si_07304,HfO2,Si(100),ALD,229.5,2.4,0.99,1.08,99.9,1.01,1.149595649957102e-17,1.15e-17,4.429501767050428
ALD_HfO2_Si_07305,HfO2,Si(100),ALD,164.6,3.3,0.65,1.0,99.9,0.96,4.44218738703758e-18,4.44e-18,2.120653438362661
ALD_HfO2_Si_07306,HfO2,Si(100),ALD,246.2,3.2,0.27,1.01,99.9,1.54,2.9940965929807826e-18,2.99e-18,1.8000263338863696
ALD_HfO2_Si_07307,HfO2,Si(100),ALD,180.4,8.1,0.4,1.02,95.4,0.77,2.3250751974138936e-18,2.33e-18,0.9653450518615443
ALD_HfO2_Si_07308,HfO2,Si(100),ALD,239.1,0.4,0.3,1.08,99.9,1.17,4.229122449431813e-18,4.23e-18,1.7132272413666536
ALD_HfO2_Si_07309,HfO2,Si(100),ALD,229.9,9.8,0.92,1.06,99.9,0.96,1.1343558362401776e-17,1.13e-17,4.031653075573378
ALD_HfO2_Si_07310,HfO2,Si(100),ALD,215.7,4.4,0.58,1.03,99.9,0.67,3.453351094201008e-18,3.45e-18,1.23268615710745
ALD_HfO2_Si_07311,HfO2,Si(100),ALD,243.3,7.2,0.4,1.06,99.9,1.47,4.758195993696573e-18,4.76e-18,2.6364032977901073
ALD_HfO2_Si_07312,HfO2,Si(100),ALD,221.9,1.5,0.29,1.03,99.9,0.77,3.114403395558832e-18,3.11e-18,0.9513065971906588
ALD_HfO2_Si_07313,HfO2,Si(100),ALD,173.3,4.9,0.83,1.02,99.9,0.91,4.501011699763772e-18,4.5e-18,2.286540308202172
ALD_HfO2_Si_07314,HfO2,Si(100),ALD,311.4,4.2,0.44,1.1,99.9,2.0,1.1034336458087649e-17,1.1e-17,5.728920523181999
ALD_HfO2_Si_07315,HfO2,Si(100),ALD,250.7,1.4,0.1,1.04,99.9,1.67,1.1932039790349086e-18,1.19e-18,0.7499238571582099
ALD_HfO2_Si_07316,HfO2,Si(100),ALD,194.7,3.2,0.44,1.04,99.9,0.56,1.5774785020890198e-18,1.58e-18,0.6065120619068551
ALD_HfO2_Si_07317,HfO2,Si(100),ALD,250.2,4.3,0.75,1.07,99.9,1.79,6.210800456382851e-18,6.21e-18,5.022278629104577
ALD_HfO2_Si_07318,HfO2,Si(100),ALD,266.1,6.5,0.29,1.1,99.9,2.0,5.5242298679813844e-18,5.52e-18,3.2908509892109525
ALD_HfO2_Si_07319,HfO2,Si(100),ALD,336.4,9.6,0.49,1.17,99.9,2.0,1.3238443922623557e-17,1.32e-17,6.622010393324543
ALD_HfO2_Si_07320,HfO2,Si(100),ALD,163.7,9.7,0.49,0.96,94.0,1.21,2.6490757280524817e-18,2.65e-18,1.792148319639594
ALD_HfO2_Si_07321,HfO2,Si(100),ALD,199.9,8.3,0.57,1.04,97.5,0.39,4.233620758635926e-18,4.23e-18,0.787592121570782
ALD_HfO2_Si_07322,HfO2,Si(100),ALD,329.9,3.6,0.88,1.17,99.9,2.0,1.870007872654909e-17,1.87e-17,10.0
ALD_HfO2_Si_07323,HfO2,Si(100),ALD,245.2,1.0,0.31,1.05,99.9,1.47,3.078562616274196e-18,3.08e-18,1.8668762452658372
ALD_HfO2_Si_07324,HfO2,Si(100),ALD,152.5,9.7,0.5,0.98,95.1,1.59,2.518644526427505e-18,2.52e-18,2.3195776591948505
